 Time,Website,Status
2023-05-26 09:55:53,www.google.com,Success
2023-05-26 09:55:53,www.facebook.com,Success
2023-05-26 09:55:53,www.yahoo.com,Success
2023-05-26 09:55:53,www.aswinks.in,Success
2023-05-26 09:55:53,www.invalidwebsite.cc,Failed
2023-05-26 09:55:53,www.abczzdsad.netd,Failed
2023-05-26 09:55:53,www.tcs.com,Success
